run_id,point_index,temperature_C,time_min,dsc_mW_mg,mass_pct,purge1_ml_min,purge2_ml_min,protective_ml_min,sensitivity_uV_mW,segment
197,46,28.41300,0.30667,-6.217973e-002,99.67221,49.00000,,20.00000,0.87773,1
197,47,28.41100,0.31333,-6.235467e-002,99.67327,49.00000,,20.00000,0.87773,1
197,48,28.41700,0.32000,-6.244204e-002,99.67432,51.00000,,20.00000,0.87773,1
197,49,28.42900,0.32667,-6.270426e-002,99.67437,51.00000,,20.00000,0.87773,1
197,50,28.43000,0.33333,-6.314151e-002,99.67543,52.00000,,20.00000,0.87773,1
197,51,28.43800,0.34000,-6.349122e-002,99.67548,52.00000,,20.00000,0.87773,1
197,52,28.46000,0.34667,-6.384075e-002,99.67655,52.00000,,20.00000,0.87774,1
197,53,28.46100,0.35333,-6.357838e-002,99.67761,49.00000,,20.00000,0.87774,1
197,54,28.47200,0.36000,-6.375315e-002,99.67767,49.00000,,20.00000,0.87774,1
197,55,28.47900,0.36667,-6.419032e-002,99.67974,50.00000,,20.00000,0.87774,1
197,56,28.48900,0.37333,-6.462745e-002,99.68080,50.00000,,20.00000,0.87774,1
197,57,28.49500,0.38000,-6.488974e-002,99.68187,50.00000,,20.00000,0.87774,1
197,58,28.52600,0.38667,-6.515168e-002,99.68394,50.00000,,20.00000,0.87775,1
197,59,28.51300,0.39333,-6.550166e-002,99.68500,49.00000,,20.00000,0.87774,1
197,60,28.51700,0.40000,-6.585142e-002,99.68606,49.00000,,20.00000,0.87775,1
197,61,28.53500,0.40667,-6.628843e-002,99.68813,49.00000,,20.00000,0.87775,1
197,62,28.55300,0.41333,-6.672545e-002,99.68920,50.00000,,20.00000,0.87775,1
197,63,28.56000,0.42000,-6.707516e-002,99.69127,50.00000,,20.00000,0.87775,1
197,64,28.56200,0.42667,-6.742494e-002,99.69233,50.00000,,20.00000,0.87775,1
197,65,28.57000,0.43333,-6.794954e-002,99.69440,50.00000,,20.00000,0.87775,1
197,66,28.57800,0.44000,-6.847413e-002,99.69547,49.00000,,20.00000,0.87776,1
197,67,28.59600,0.44667,-6.856134e-002,99.69756,49.00000,,20.00000,0.87776,1
197,68,28.61500,0.45333,-6.873598e-002,99.69863,49.00000,,20.00000,0.87776,1
197,69,28.61500,0.46000,-6.926068e-002,99.69970,51.00000,,20.00000,0.87776,1
197,70,28.63200,0.46667,-6.934789e-002,99.70178,51.00000,,20.00000,0.87777,1
197,71,28.62700,0.47333,-6.917306e-002,99.70285,52.00000,,20.00000,0.87777,1
197,72,28.65100,0.48000,-6.926017e-002,99.70392,52.00000,,20.00000,0.87777,1
197,73,28.65900,0.48667,-6.952241e-002,99.70500,49.00000,,20.00000,0.87777,1
197,74,28.67300,0.49333,-7.004691e-002,99.70608,49.00000,,20.00000,0.87777,1
197,75,28.68300,0.50000,-7.013422e-002,99.70715,50.00000,,20.00000,0.87777,1
197,76,28.70000,0.50667,-7.022143e-002,99.70822,50.00000,,20.00000,0.87778,1
197,77,28.70600,0.51333,-7.048369e-002,99.71029,50.00000,,20.00000,0.87778,1
197,78,28.71000,0.52000,-7.100832e-002,99.71135,50.00000,,20.00000,0.87778,1
197,79,28.72900,0.52667,-7.127040e-002,99.71241,49.00000,,20.00000,0.87778,1
197,80,28.71500,0.53333,-7.153294e-002,99.71347,50.00000,,20.00000,0.87778,1
197,81,28.74400,0.54000,-7.188231e-002,99.71554,49.00000,,20.00000,0.87779,1
197,82,28.74800,0.54667,-7.223205e-002,99.71661,49.00000,,20.00000,0.87779,1
197,83,28.75300,0.55333,-7.266922e-002,99.71768,50.00000,,20.00000,0.87779,1
197,84,28.77400,0.56000,-7.293126e-002,99.71876,50.00000,,20.00000,0.87779,1
197,85,28.77600,0.56667,-7.328101e-002,99.72084,49.00000,,20.00000,0.87779,1
197,86,28.79500,0.57333,-7.354307e-002,99.72192,50.00000,,20.00000,0.87779,1
197,87,28.81300,0.58000,-7.389260e-002,99.72502,50.00000,,20.00000,0.87780,1
197,88,28.81600,0.58667,-7.398000e-002,99.72710,49.00000,,20.00000,0.87780,1
197,89,28.82200,0.59333,-7.424225e-002,99.72919,51.00000,,20.00000,0.87780,1
197,90,28.84300,0.60000,-7.529129e-002,99.73229,51.00000,,20.00000,0.87780,1
197,91,28.85900,0.60667,-7.590318e-002,99.73439,52.00000,,20.00000,0.87781,1
197,92,28.86800,0.61333,-7.634026e-002,99.73749,52.00000,,20.00000,0.87781,1
197,93,28.88300,0.62000,-7.651493e-002,99.73959,49.00000,,20.00000,0.87781,1
197,94,28.90400,0.62667,-7.677694e-002,99.74269,49.00000,,20.00000,0.87781,1
197,95,28.90500,0.63333,-7.703926e-002,99.74479,49.00000,,20.00000,0.87781,1
197,96,28.93100,0.64000,-7.738863e-002,99.74688,50.00000,,20.00000,0.87782,1
197,97,28.93300,0.64667,-7.747605e-002,99.74797,50.00000,,20.00000,0.87782,1
197,98,28.95400,0.65333,-7.782550e-002,99.74906,50.00000,,20.00000,0.87782,1
197,99,28.98100,0.66000,-7.861208e-002,99.75114,49.00000,,20.00000,0.87783,1
197,100,28.97600,0.66667,-7.913682e-002,99.75221,50.00000,,20.00000,0.87783,1
197,101,28.96500,0.67333,-7.974911e-002,99.75327,50.00000,,20.00000,0.87782,1
197,102,29.00300,0.68000,-7.992338e-002,99.75535,50.00000,,20.00000,0.87783,1
197,103,29.00500,0.68667,-8.018568e-002,99.75643,50.00000,,20.00000,0.87783,1
197,104,29.01400,0.69333,-8.044787e-002,99.75852,50.00000,,20.00000,0.87783,1
197,105,29.02600,0.70000,-8.053512e-002,99.75961,50.00000,,20.00000,0.87784,1
197,106,29.04400,0.70667,-8.070971e-002,99.76171,49.00000,,20.00000,0.87784,1
197,107,29.05300,0.71333,-8.123422e-002,99.76280,49.00000,,20.00000,0.87784,1
197,108,29.08600,0.72000,-8.158345e-002,99.76590,50.00000,,20.00000,0.87785,1
197,109,29.08600,0.72667,-8.219555e-002,99.76800,49.00000,,20.00000,0.87785,1
197,110,29.10100,0.73333,-8.280739e-002,99.77011,50.00000,,20.00000,0.87785,1
197,111,29.12100,0.74000,-8.315683e-002,99.77221,51.00000,,20.00000,0.87785,1
197,112,29.13800,0.74667,-8.359375e-002,99.77432,51.00000,,20.00000,0.87786,1
197,113,29.15900,0.75333,-8.385572e-002,99.77843,51.00000,,20.00000,0.87786,1
197,114,29.15400,0.76000,-8.403069e-002,99.78153,49.00000,,20.00000,0.87786,1
197,115,29.16900,0.76667,-8.446764e-002,99.78463,51.00000,,20.00000,0.87786,1
197,116,29.19900,0.77333,-8.481689e-002,99.78771,51.00000,,20.00000,0.87787,1
197,117,29.20200,0.78000,-8.534148e-002,99.78969,51.00000,,20.00000,0.87787,1
197,118,29.22200,0.78667,-8.586577e-002,99.79263,52.00000,,20.00000,0.87787,1
197,119,29.23600,0.79333,-8.630273e-002,99.79465,52.00000,,20.00000,0.87787,1
197,120,29.25800,0.80000,-8.673955e-002,99.79673,49.00000,,20.00000,0.87788,1
197,121,29.26900,0.80667,-8.700166e-002,99.79984,49.00000,,20.00000,0.87788,1
197,122,29.28200,0.81333,-8.752608e-002,99.80194,50.00000,,20.00000,0.87788,1
197,123,29.29300,0.82000,-8.787563e-002,99.80504,50.00000,,20.00000,0.87788,1
197,124,29.30200,0.82667,-8.770060e-002,99.80802,50.00000,,20.00000,0.87788,1
197,125,29.31800,0.83333,-8.787520e-002,99.80960,50.00000,,20.00000,0.87789,1
197,126,29.33200,0.84000,-8.831214e-002,99.81168,49.00000,,20.00000,0.87789,1
197,127,29.36200,0.84667,-8.936086e-002,99.81248,49.00000,,20.00000,0.87789,1
197,128,29.38600,0.85333,-9.005991e-002,99.81326,49.00000,,20.00000,0.87790,1
197,129,29.37700,0.86000,-9.067214e-002,99.81522,51.00000,,20.00000,0.87790,1
197,130,29.41900,0.86667,-9.084625e-002,99.81638,51.00000,,20.00000,0.87790,1
197,131,29.43000,0.87333,-9.137067e-002,99.81773,52.00000,,20.00000,0.87791,1
197,132,29.43900,0.88000,-9.180768e-002,99.82225,49.00000,,20.00000,0.87791,1
197,133,29.46300,0.88667,-9.224442e-002,99.82489,50.00000,,20.00000,0.87791,1
197,134,29.47200,0.89333,-9.250655e-002,99.82863,49.00000,,20.00000,0.87791,1
197,135,29.49800,0.90000,-9.285582e-002,99.83245,49.00000,,20.00000,0.87792,1
197,136,29.51000,0.90667,-9.346764e-002,99.83609,51.00000,,20.00000,0.87792,1
197,137,29.51700,0.91333,-9.399212e-002,99.83819,51.00000,,20.00000,0.87792,1
197,138,29.53200,0.92000,-9.442900e-002,99.83757,52.00000,,20.00000,0.87792,1
197,139,29.55900,0.92667,-9.486566e-002,99.83740,52.00000,,20.00000,0.87793,1
197,140,29.58600,0.93333,-9.591435e-002,99.83713,49.00000,,20.00000,0.87793,1
197,141,29.60500,0.94000,-9.573912e-002,99.83733,49.00000,,20.00000,0.87794,1
197,142,29.62900,0.94667,-9.582610e-002,99.83834,50.00000,,20.00000,0.87794,1
197,143,29.64800,0.95333,-9.704979e-002,99.84107,50.00000,,20.00000,0.87794,1
197,144,29.64800,0.96000,-9.748695e-002,99.84311,50.00000,,20.00000,0.87794,1
197,145,29.66700,0.96667,-9.809860e-002,99.84507,50.00000,,20.00000,0.87795,1
197,146,29.68000,0.97333,-9.836064e-002,99.84763,50.00000,,20.00000,0.87795,1
197,147,29.70400,0.98000,-9.862246e-002,99.84967,49.00000,,20.00000,0.87795,1
197,148,29.72200,0.98667,-9.888440e-002,99.85131,49.00000,,20.00000,0.87796,1
197,149,29.73700,0.99333,-9.905896e-002,99.85277,51.00000,,20.00000,0.87796,1
197,150,29.76400,1.00000,-9.949559e-002,99.85323,50.00000,,20.00000,0.87797,1
197,151,29.77900,1.00667,-0.10011,99.85678,50.00000,,20.00000,0.87797,1
197,152,29.80300,1.01333,-0.10072,99.85937,50.00000,,20.00000,0.87797,1
197,153,29.81200,1.02000,-0.10133,99.86083,50.00000,,20.00000,0.87797,1
197,154,29.84100,1.02667,-0.10177,99.86097,49.00000,,20.00000,0.87798,1
197,155,29.85100,1.03333,-0.10203,99.86278,49.00000,,20.00000,0.87798,1
197,156,29.87200,1.04000,-0.10247,99.86446,50.00000,,20.00000,0.87798,1
197,157,29.90700,1.04667,-0.10282,99.86536,50.00000,,20.00000,0.87799,1
197,158,29.93400,1.05333,-0.10334,99.86575,50.00000,,20.00000,0.87799,1
197,159,29.94300,1.06000,-0.10395,99.86755,50.00000,,20.00000,0.87800,1
197,160,29.95500,1.06667,-0.10456,99.86835,50.00000,,20.00000,0.87800,1
197,161,29.97000,1.07333,-0.10509,99.86976,50.00000,,20.00000,0.87800,1
197,162,29.99800,1.08000,-0.10544,99.86974,49.00000,,20.00000,0.87801,1
197,163,30.02100,1.08667,-0.10605,99.87452,50.00000,,20.00000,0.87801,1
197,164,30.05100,1.09333,-0.10657,99.87721,50.00000,,20.00000,0.87802,1
197,165,30.06600,1.10000,-0.10710,99.87911,49.00000,,20.00000,0.87802,1
197,166,30.08900,1.10667,-0.10771,99.88241,49.00000,,20.00000,0.87802,1
197,167,30.11300,1.11333,-0.10788,99.88499,49.00000,,20.00000,0.87803,1
197,168,30.13200,1.12000,-0.10806,99.88454,49.00000,,20.00000,0.87803,1
197,169,30.13500,1.12667,-0.10893,99.88386,50.00000,,20.00000,0.87803,1
197,170,30.17300,1.13333,-0.10945,99.88386,50.00000,,20.00000,0.87804,1
197,171,30.19500,1.14000,-0.10954,99.88461,50.00000,,20.00000,0.87804,1
197,172,30.21300,1.14667,-0.10998,99.88423,50.00000,,20.00000,0.87804,1
197,173,30.24200,1.15333,-0.11085,99.88485,49.00000,,20.00000,0.87805,1
197,174,30.26000,1.16000,-0.11181,99.88549,49.00000,,20.00000,0.87805,1
197,175,30.28000,1.16667,-0.11234,99.88614,51.00000,,20.00000,0.87806,1
197,176,30.31500,1.17333,-0.11269,99.88578,51.00000,,20.00000,0.87806,1
197,177,30.32700,1.18000,-0.11295,99.88633,51.00000,,20.00000,0.87806,1
197,178,30.35100,1.18667,-0.11321,99.88677,51.00000,,20.00000,0.87807,1
197,179,30.38100,1.19333,-0.11391,99.88614,49.00000,,20.00000,0.87807,1
197,180,30.40200,1.20000,-0.11487,99.88653,49.00000,,20.00000,0.87808,1
197,181,30.42900,1.20667,-0.11557,99.89108,50.00000,,20.00000,0.87808,1
197,182,30.45200,1.21333,-0.11635,99.89177,50.00000,,20.00000,0.87808,1
197,183,30.47700,1.22000,-0.11723,99.89266,50.00000,,20.00000,0.87809,1
197,184,30.49200,1.22667,-0.11758,99.89473,50.00000,,20.00000,0.87809,1
197,185,30.53000,1.23333,-0.11828,99.89690,49.00000,,20.00000,0.87810,1
197,186,30.54500,1.24000,-0.11880,99.89802,49.00000,,20.00000,0.87810,1
197,187,30.56000,1.24667,-0.11924,99.89894,50.00000,,20.00000,0.87810,1
197,188,30.59100,1.25333,-0.11976,99.89955,50.00000,,20.00000,0.87811,1
197,189,30.61700,1.26000,-0.12046,99.89981,50.00000,,20.00000,0.87811,1
197,190,30.64200,1.26667,-0.12133,99.89876,50.00000,,20.00000,0.87812,1
197,191,30.67200,1.27333,-0.12203,99.90147,49.00000,,20.00000,0.87812,1
197,192,30.68900,1.28000,-0.12247,99.90302,49.00000,,20.00000,0.87813,1
197,193,30.72300,1.28667,-0.12273,99.90459,49.00000,,20.00000,0.87813,1
197,194,30.76000,1.29333,-0.12255,99.90640,51.00000,,20.00000,0.87814,1
197,195,30.78000,1.30000,-0.12273,99.90758,51.00000,,20.00000,0.87814,1
197,196,30.80700,1.30667,-0.12386,99.90609,52.00000,,20.00000,0.87815,1
197,197,30.83500,1.31333,-0.12456,99.90475,52.00000,,20.00000,0.87815,1
197,198,30.84300,1.32000,-0.12500,99.90332,49.00000,,20.00000,0.87815,1
197,199,30.89000,1.32667,-0.12517,99.90372,49.00000,,20.00000,0.87816,1
197,200,30.90700,1.33333,-0.12570,99.90394,50.00000,,20.00000,0.87816,1
197,201,30.93600,1.34000,-0.12683,99.90309,50.00000,,20.00000,0.87817,1
197,202,30.96300,1.34667,-0.12753,99.90326,51.00000,,20.00000,0.87817,1
197,203,31.00200,1.35333,-0.12797,99.90344,49.00000,,20.00000,0.87818,1
197,204,31.01300,1.36000,-0.12840,99.90362,49.00000,,20.00000,0.87818,1
197,205,31.03900,1.36667,-0.12884,99.90283,50.00000,,20.00000,0.87819,1
197,206,31.08200,1.37333,-0.12954,99.90316,50.00000,,20.00000,0.87819,1
197,207,31.11600,1.38000,-0.13024,99.90357,50.00000,,20.00000,0.87820,1
197,208,31.12400,1.38667,-0.13085,99.90397,50.00000,,20.00000,0.87820,1
197,209,31.14500,1.39333,-0.13155,99.90726,49.00000,,20.00000,0.87820,1
197,210,31.19300,1.40000,-0.13207,99.90844,49.00000,,20.00000,0.87821,1
197,211,31.21900,1.40667,-0.13242,99.91064,49.00000,,20.00000,0.87822,1
197,212,31.25300,1.41333,-0.13285,99.91190,51.00000,,20.00000,0.87822,1
197,213,31.26500,1.42000,-0.13355,99.91316,51.00000,,20.00000,0.87823,1
197,214,31.29800,1.42667,-0.13425,99.91327,52.00000,,20.00000,0.87823,1
197,215,31.33400,1.43333,-0.13504,99.91316,52.00000,,20.00000,0.87824,1
197,216,31.36300,1.44000,-0.13539,99.91389,49.00000,,20.00000,0.87824,1
197,217,31.38900,1.44667,-0.13591,99.91765,49.00000,,20.00000,0.87825,1
197,218,31.42600,1.45333,-0.13652,99.92156,50.00000,,20.00000,0.87825,1
197,219,31.45800,1.46000,-0.13731,99.92470,50.00000,,20.00000,0.87826,1
197,220,31.48600,1.46667,-0.13792,99.92807,52.00000,,20.00000,0.87826,1
197,221,31.50700,1.47333,-0.13862,99.92759,52.00000,,20.00000,0.87827,1
197,222,31.54400,1.48000,-0.13940,99.92621,49.00000,,20.00000,0.87827,1
197,223,31.58000,1.48667,-0.13993,99.92582,49.00000,,20.00000,0.87828,1
197,224,31.59400,1.49333,-0.14054,99.92625,50.00000,,20.00000,0.87828,1
197,225,31.63000,1.50000,-0.14124,99.92837,50.00000,,20.00000,0.87829,1
197,226,31.66100,1.50667,-0.14167,99.93109,50.00000,,20.00000,0.87829,1
197,227,31.69100,1.51333,-0.14202,99.93144,50.00000,,20.00000,0.87830,1
197,228,31.73400,1.52000,-0.14289,99.93061,49.00000,,20.00000,0.87831,1
197,229,31.76100,1.52667,-0.14350,99.92981,49.00000,,20.00000,0.87831,1
197,230,31.79500,1.53333,-0.14385,99.92822,51.00000,,20.00000,0.87832,1
197,231,31.83300,1.54000,-0.14429,99.92794,51.00000,,20.00000,0.87832,1
197,232,31.87100,1.54667,-0.14507,99.92884,52.00000,,20.00000,0.87833,1
197,233,31.88900,1.55333,-0.14577,99.92765,52.00000,,20.00000,0.87833,1
197,234,31.91900,1.56000,-0.14665,99.92713,49.00000,,20.00000,0.87834,1
197,235,31.95900,1.56667,-0.14726,99.92733,49.00000,,20.00000,0.87834,1
197,236,31.99800,1.57333,-0.14778,99.93445,49.00000,,20.00000,0.87835,1
197,237,32.03800,1.58000,-0.14856,99.93655,50.00000,,20.00000,0.87836,1
197,238,32.07300,1.58667,-0.14918,99.93974,51.00000,,20.00000,0.87836,1
197,239,32.10200,1.59333,-0.14961,99.93903,51.00000,,20.00000,0.87837,1
197,240,32.13400,1.60000,-0.15031,99.93537,49.00000,,20.00000,0.87837,1
197,241,32.17100,1.60667,-0.15092,99.93276,49.00000,,20.00000,0.87838,1
197,242,32.21600,1.61333,-0.15171,99.92929,50.00000,,20.00000,0.87839,1
197,243,32.25200,1.62000,-0.15223,99.92910,50.00000,,20.00000,0.87839,1
197,244,32.27000,1.62667,-0.15293,99.92918,50.00000,,20.00000,0.87840,1
197,245,32.32600,1.63333,-0.15371,99.92942,50.00000,,20.00000,0.87841,1
197,246,32.33900,1.64000,-0.15467,99.92969,50.00000,,20.00000,0.87841,1
197,247,32.38100,1.64667,-0.15537,99.92992,49.00000,,20.00000,0.87842,1
197,248,32.42100,1.65333,-0.15607,99.93016,49.00000,,20.00000,0.87842,1
197,249,32.45200,1.66000,-0.15694,99.93039,49.00000,,20.00000,0.87843,1
197,250,32.49000,1.66667,-0.15773,99.93057,50.00000,,20.00000,0.87844,1
197,251,32.51500,1.67333,-0.15834,99.93055,50.00000,,20.00000,0.87844,1
197,252,32.56100,1.68000,-0.15886,99.93521,50.00000,,20.00000,0.87845,1
197,253,32.58800,1.68667,-0.15947,99.93442,50.00000,,20.00000,0.87845,1
197,254,32.63300,1.69333,-0.16026,99.93325,49.00000,,20.00000,0.87846,1
197,255,32.67200,1.70000,-0.16087,99.93187,49.00000,,20.00000,0.87847,1
197,256,32.71500,1.70667,-0.16113,99.93142,51.00000,,20.00000,0.87847,1
197,257,32.76000,1.71333,-0.16174,99.93001,51.00000,,20.00000,0.87848,1
197,258,32.77600,1.72000,-0.16261,99.92979,51.00000,,20.00000,0.87848,1
197,259,32.84900,1.72667,-0.16313,99.92991,52.00000,,20.00000,0.87850,1
197,260,32.87500,1.73333,-0.16366,99.93146,52.00000,,20.00000,0.87850,1
197,261,32.90700,1.74000,-0.16444,99.93236,49.00000,,20.00000,0.87851,1
197,262,32.95400,1.74667,-0.16505,99.93348,49.00000,,20.00000,0.87851,1
197,263,32.98400,1.75333,-0.16558,99.93472,50.00000,,20.00000,0.87852,1
197,264,33.02000,1.76000,-0.16601,99.93590,50.00000,,20.00000,0.87853,1
197,265,33.05400,1.76667,-0.16662,99.93784,50.00000,,20.00000,0.87853,1
197,266,33.10000,1.77333,-0.16723,99.94236,50.00000,,20.00000,0.87854,1
197,267,33.14300,1.78000,-0.16784,99.94454,49.00000,,20.00000,0.87855,1
197,268,33.18800,1.78667,-0.16837,99.94763,49.00000,,20.00000,0.87855,1
197,269,33.21400,1.79333,-0.16924,99.94564,50.00000,,20.00000,0.87856,1
197,270,33.27100,1.80000,-0.16985,99.94159,50.00000,,20.00000,0.87857,1
197,271,33.30300,1.80667,-0.17090,99.93946,50.00000,,20.00000,0.87857,1
197,272,33.35100,1.81333,-0.17203,99.93831,49.00000,,20.00000,0.87858,1
197,273,33.39200,1.82000,-0.17238,99.93822,50.00000,,20.00000,0.87859,1
197,274,33.43400,1.82667,-0.17246,99.94233,49.00000,,20.00000,0.87859,1
197,275,33.48100,1.83333,-0.17290,99.94264,49.00000,,20.00000,0.87860,1
197,276,33.52600,1.84000,-0.17421,99.94211,49.00000,,20.00000,0.87861,1
197,277,33.55300,1.84667,-0.17508,99.94259,51.00000,,20.00000,0.87862,1
197,278,33.60600,1.85333,-0.17578,99.94188,51.00000,,20.00000,0.87862,1
197,279,33.63700,1.86000,-0.17613,99.94193,51.00000,,20.00000,0.87863,1
197,280,33.69500,1.86667,-0.17656,99.94082,51.00000,,20.00000,0.87864,1
197,281,33.73600,1.87333,-0.17717,99.93973,49.00000,,20.00000,0.87865,1
197,282,33.77900,1.88000,-0.17769,99.94184,49.00000,,20.00000,0.87865,1
197,283,33.82900,1.88667,-0.17865,99.94925,50.00000,,20.00000,0.87866,1
197,284,33.86300,1.89333,-0.17944,99.95385,50.00000,,20.00000,0.87867,1
197,285,33.91500,1.90000,-0.18014,99.95648,49.00000,,20.00000,0.87868,1
197,286,33.95200,1.90667,-0.18092,99.95290,49.00000,,20.00000,0.87868,1
197,287,33.99300,1.91333,-0.18171,99.94894,50.00000,,20.00000,0.87869,1
197,288,34.03600,1.92000,-0.18232,99.94460,49.00000,,20.00000,0.87870,1
197,289,34.09400,1.92667,-0.18319,99.94306,50.00000,,20.00000,0.87871,1
197,290,34.14100,1.93333,-0.18371,99.94153,50.00000,,20.00000,0.87871,1
197,291,34.18700,1.94000,-0.18423,99.94023,50.00000,,20.00000,0.87872,1
197,292,34.24200,1.94667,-0.18475,99.94033,50.00000,,20.00000,0.87873,1
197,293,34.27200,1.95333,-0.18563,99.93969,49.00000,,20.00000,0.87874,1
197,294,34.31800,1.96000,-0.18650,99.94115,49.00000,,20.00000,0.87874,1
197,295,34.37400,1.96667,-0.18720,99.94168,51.00000,,20.00000,0.87875,1
197,296,34.42100,1.97333,-0.18798,99.94430,51.00000,,20.00000,0.87876,1
197,297,34.46100,1.98000,-0.18868,99.94798,52.00000,,20.00000,0.87877,1
197,298,34.50700,1.98667,-0.18920,99.94861,52.00000,,20.00000,0.87877,1
197,299,34.55300,1.99333,-0.18963,99.94705,49.00000,,20.00000,0.87878,1
197,300,34.59700,2.00000,-0.19024,99.94624,49.00000,,20.00000,0.87879,1
197,301,34.65100,2.00667,-0.19094,99.94521,49.00000,,20.00000,0.87880,1
197,302,34.70000,2.01333,-0.19181,99.94501,50.00000,,20.00000,0.87881,1
197,303,34.74900,2.02000,-0.19242,99.94372,50.00000,,20.00000,0.87881,1
197,304,34.79200,2.02667,-0.19312,99.94346,50.00000,,20.00000,0.87882,1
197,305,34.85600,2.03333,-0.19399,99.94937,50.00000,,20.00000,0.87883,1
197,306,34.89700,2.04000,-0.19478,99.95455,49.00000,,20.00000,0.87884,1
197,307,34.94700,2.04667,-0.19538,99.95906,50.00000,,20.00000,0.87885,1
197,308,35.00600,2.05333,-0.19608,99.95778,50.00000,,20.00000,0.87886,1
197,309,35.04200,2.06000,-0.19669,99.95452,50.00000,,20.00000,0.87886,1
197,310,35.08200,2.06667,-0.19730,99.95103,50.00000,,20.00000,0.87887,1
